title,abstract,authors,url
Hierarchical Text Segmentation for Medieval Manuscripts ,"Text segmentation is an important prerequisite for document navigation and  structure understanding.  Previous works have been mainly concerned with   narrative, expository or user dialogue texts,  under the strong hypothesis of topical shifts to perform text segmentation. In this paper, we address books of hours,  Latin devotional manuscripts of the late Middle Ages that exhibit challenging issues: a complex hierarchical entangled structure, 
variable content, noisy transcriptions with no sentence markers, and strong correlations between sections for which topical information is no longer sufficient to draw segmentation boundaries.  We show that the main state-of-the-art segmentation methods are either inefficient or inapplicable for books of hours and  propose a bottom-up greedy segmentation approach that achieves significant results.","Amir Hazem, Beatrice Daille, Dominique Stutzmann and Christopher Kermorvan",http://arxiv.org/abs/1407.7504v1
Hierarchical Trivia Fact Extraction from Wikipedia Articles ,"Recently, automatic trivia fact extraction has attracted much research interest. Modern search engines have begun to provide trivia facts as the information for entities because they can motivate more user engagement. In this paper, we propose a new unsupervised algorithm that automatically mines trivia facts for a given entity. Unlike previous studies, the proposed algorithm targets at a single Wikipedia article and leverages its hierarchical structure via top-down processing. Thus, the proposed algorithm offers two distinctive advantages: it does not incur high computation time, and it provides a domain-independent approach for extracting trivia facts. Experimental results demonstrate that the proposed algorithm is over 100 times faster than the existing method which considers Wikipedia categories. Human evaluation demonstrates that the proposed algorithm can mine better trivia facts regardless of the target entity domain and outperforms the existing methods.","Jingun Kwon, Hidetaka Kamigaito, Young-In Song and Manabu Okumura",http://arxiv.org/abs/1612.03896v1
HiTrans: A Transformer-Based Context- and Speaker-Sensitive Model for Emotion Detection in Conversations ,"Emotion detection in conversations (EDC) is to detect the emotion for each utterance in conversations that have multiple speakers. Different from the traditional non-conversational emotion detection, the model for EDC should be context-sensitive (e.g., understanding the whole conversation rather than one utterance) and speaker-sensitive (e.g., understanding which utterance belongs to which speaker). In this paper, we propose a transformer-based context- and speaker-sensitive model for EDC, namely HiTrans, which consists of two hierarchical transformers. We utilize BERT as the low-level transformer to generate local utterance representations, and feed them into another high-level transformer so that utterance representations could be sensitive to the global context of the conversation. Moreover, we exploit an auxiliary task to make our model speaker-sensitive, called pairwise utterance speaker verification (PUSV), which aims to classify whether two utterances belong to the same speaker. We evaluate our model on three benchmark datasets, namely EmoryNLP, MELD and IEMOCAP. Results show that our model outperforms previous state-of-the-art models.","Jingye Li, Donghong Ji, Fei Li, Meishan Zhang and Yijiang Liu",
HOLMS: Alternative Summary Evaluation with Large Language Models ,"Efficient document summarization requires evaluation measures that can not only rank a set of systems based on an average score, but also highlight which individual summary is better than another.  ",Yassine Mrabet and Dina Demner-Fushman,
Homonym normalisation by word sense clustering: a case in Japanese ,"This work presents a method of word sense clustering that differentiates homonyms and merge homophones, taking Japanese as an example, where orthographical variation causes problem for language processing. It uses contextualised embeddings (BERT) to cluster tokens into distinct sense groups, and we use these groups to normalise synonymous instances to a single representative form. We see the benefit of this normalisation in language model, as well as in transliteration.",Kevin Heffernan and Yo Sato,http://arxiv.org/abs/1602.03540v1
How coherent are neural models of coherence? ,"Despite the recent advances in coherence modelling, most such models including state-of-the-art neural ones, are evaluated on either contrived proxy tasks such as the standard order discrimination benchmark, or tasks that require special expert annotation.
Moreover, most evaluations are conducted on small newswire corpora. To address these shortcomings, in this paper we propose four generic evaluation tasks that draw on different aspects of coherence at both the lexical and document levels, and can be applied to any corpora. In designing these tasks, we aim at capturing coherence-specific properties, such as the correct use of discourse connectives, lexical cohesion, as well as the overall temporal and causal consistency among events and participants in a story. Importantly, our proposed tasks either rely on automatically-generated data, or data annotated for other purposes, hence alleviating the need for specialized annotation.  We perform experiments with several existing state-of-the-art neural models of coherence on these tasks, across large corpora from different domains, including newswire, dialogue, as well as narrative and instructional text. Our findings point to a strong need for revisiting the common practices in the development and evaluation of coherence models.","Leila Pishdad, Federico Fancellu, Ran Zhang and Afsaneh Fazly",http://arxiv.org/abs/cond-mat/0002076v1
How Domain Terminology Affects Meeting Summarization Performance ,"Meetings are essential to modern organizations. There is a vast number of meetings being held and recorded daily, more than can ever be comprehended. A meeting summarization system that identifies salient utterances from the transcripts to automatically generate meeting minutes can help. It empowers users to rapidly search and sift through large meeting archives. To date, the impact of domain terminology on the performance of meeting summarization remains understudied, despite meetings are rich with domain knowledge. In this paper, we create gold-standard annotations for domain terminology on a sizable meeting corpus; they are known as jargon terms. We then analyze the performance of a meeting summarization system with and without jargons. Our findings reveal that domain terminology can have a substantial impact on summarization performance. We will publicly release all domain terminology to advance research in meeting summarization.","Jia Jin Koay, Alexander Roustai, Xiaojin Dai, Dillon Burns, Alec Kerrigan and Fei Liu",http://arxiv.org/abs/2011.00692v2
How Far Does BERT Look At: Distance-based Clustering and Analysis of BERT's Attention ,"Recent research on the multi-head attention mechanism, especially that in pre-trained models such as BERT, has shown us heuristics and clues in analyzing various aspects of the mechanism. As most of the research focus on probing tasks or hidden states, previous works have found some primitive patterns of attention head behavior by heuristic analytical methods, but a more systematic analysis specific on the attention patterns still remains primitive.
    In this work, we clearly cluster the attention heatmaps into significantly different patterns through unsupervised clustering on top of a set of proposed features, which corroborates with previous observations. We further study their corresponding functions through analytical study. In addition, our proposed features can be used to explain and calibrate different attention heads in Transformer models.","Yue Guan, Jingwen Leng, Chao Li, Quan Chen and Minyi Guo",http://arxiv.org/abs/2011.00943v2
How LSTM Encodes Syntax: Exploring Context Vectors and Semi-Quantization on Natural Text ,"Long Short-Term Memory recurrent neural network (LSTM) is widely used and known to capture informative long-term syntactic dependencies. However, how such information are reflected in its internal vectors for natural text has not yet been sufficiently investigated. We analyze them by learning a language model where syntactic structures are implicitly given. We empirically show that the context update vectors, i.e. outputs of internal gates, are approximately quantized to binary or ternary values to help the language model to count the depth of nesting accurately, as Suzgun et al. (2019) recently show for synthetic Dyck languages. For some dimensions in the context vector, we show that their activations are highly correlated with the depth of phrase structures, such as VP and NP. Moreover, with an L1 regularization, we also found that it can accurately predict whether a word is inside a phrase structure or not from a small number of components of the context vector. Even for the case of learning from raw text, context vectors are shown to still correlate well with the phrase structures. Finally, we show that natural clusters of the functional words and the part of speeches that trigger phrases are represented in a small but principal subspace of the context-update vector of LSTM.","Chihiro Shibata, Kei Uchiumi and Daichi Mochihashi",http://arxiv.org/abs/2010.00363v1
How Positive Are You: Text Style Transfer using Adaptive Style Embedding ,"The prevalent approach for unsupervised text style transfer is disentanglement between content and style. However, it is difficult to completely separate style information from the content. Other approaches allow the latent text representation to contain style and the target style to affect the generated output more than the latent representation does. In both approaches, however, it is impossible to adjust the strength of the style in the generated output. Moreover, those previous approaches typically perform both the sentence reconstruction and style control tasks in a single model, which complicates the overall architecture.
In this paper, we address these issues by separating the model into a sentence reconstruction module and a style module. We use the Transformer-based autoencoder model for sentence reconstruction and the adaptive style embedding is learned directly in the style module. Because of this separation, each module can better focus on its own task. Moreover, we can vary the style strength of the generated sentence by changing the style of the embedding expression. Therefore, our approach not only controls the strength of the style, but also simplifies the model architecture. Experimental results show that our approach achieves better style transfer performance and content preservation than previous approaches.",Heejin Kim and Kyung-Ah Sohn,http://arxiv.org/abs/1911.11544v2
How Relevant Are Selectional Preferences for Transformer-based Language Models? ,"Selectional preference is defined as the tendency of a predicate to favor particular arguments within a certain linguistic context, and likewise, reject others that result in conflicting or implausible meanings. The stellar success of contextual word embedding models such as BERT in NLP tasks has led many to question whether these models have learned linguistic information, but up till now, most research has focused on syntactic information. We investigate whether \textsc{Bert} contains information on the selectional preferences of words, by examining the probability it assigns to the dependent word given the presence of a head word in a sentence. We are using word pairs of head-dependent words in five different syntactic relations from the SP-10K corpus of selectional preference \cite{zhang2019SP10K}, in sentences from the ukWaC corpus, and we are calculating the correlation of the plausibility score (from SP-10K) and the model probabilities. Our results show that overall, there is no strong positive or negative correlation in any syntactic relation, but we do find that certain head words have a strong correlation.","Eleni Metheniti, Tim Van de Cruys and Nabil Hathout",http://arxiv.org/abs/astro-ph/0401198v3
Human or Neural Translation? ,"Deep neural models tremendously improved machine translation. In this context, we investigate whether distinguishing machine from human translations is still feasible.  We trained and applied 18 classifiers under two settings: a monolingual task, in which the classifier only looks at the translation; and a bilingual task, in which the source text is also taken into consideration.  We report on extensive experiments involving 4 neural MT systems (Google Translate, DeepL, as well as two systems we trained) and varying the domain of texts. We show that the bilingual task is the easiest one and that transfer-based deep-learning classifiers perform best, with mean accuracies around 85% in-domain and 75% out-of-domain .","Shivendra Bhardwaj, David Alfonso Hermelo, Phillippe Langlais, Gabriel Bernier-Colborne, Cyril Goutte and Michel Simard",http://arxiv.org/abs/1501.07873v3
Humans Meet Models on Object Naming: A New Dataset and Analysis ,"We release a verified version of an object naming dataset, ManyNames v2 (MN v2), that contains dozens of valid names per object for 25K images. We analyze issues in the data collection method originally employed, standard in Language & Vision (L&V), and find that the main source of noise in the data comes from simulating a naming context solely from an image with a target object marked with a bounding box, which causes subjects to sometimes disagree regarding which object is the target. We also find that both the degree of this uncertainty in the original data and the amount of true object  naming variation in MN v2 differs substantially across object domains.","Carina Silberer, Sina Zarrieß, Matthijs Westera and Gemma Boleda",http://arxiv.org/abs/1608.07876v1
Hy-NLI: a Hybrid system for Natural Language Inference ,"Despite the advances in Natural Language Inference through the training of massive deep models, recent work has revealed the generalization difficulties of such models, which fail to perform on adversarial datasets with challenging linguistic phenomena. Such phenomena, however, can be handled well by symbolic systems. Thus, we propose Hy-NLI, a hybrid system that learns to identify an NLI pair as challenging or not. Based on this, it uses its symbolic or deep learning component, respectively, to make the final inference decision. We show how linguistically less complex cases are best solved by state-of-the-art models, like BERT and XLNet, while hard linguistic phenomena are best handled by our implemented symbolic component. Our thorough evaluation shows that our hybrid system achieves state-of-the-art performance across mainstream and adversarial datasets and opens the way for further research into the hybrid direction.","Aikaterini-Lida Kalouli, Richard Crouch and Valeria de Paiva",
I Know What You Asked: Graph Path Learning using AMR for Commonsense Reasoning ,"CommonsenseQA is a task in which a correct answer is predicted through commonsense reasoning with pre-defined knowledge. Most previous works have aimed to improve its performance with distributed representation without considering the process of predicting the answer from the semantic representation of the question. To shed light upon the semantic interpretation of the question, we propose the AMR-ConceptNet-Pruned (ACP) graph. The ACP graph is pruned from a full integrated graph encompassing Abstract Meaning Representation (AMR) graph generated from input questions and an external commonsense knowledge graph, ConceptNet (CN). Then the ACP graph is exploited to interpret the reasoning path as well as to predict the correct answer on the CommonsenseQA task. To demonstrate the interpretability and effectiveness of the graph, this paper presents the manner in which the commonsense reasoning process can be interpreted with the relations and concepts provided by the ACP graph. Moreover, ACP-based models are shown to outperform the baselines.","Jungwoo Lim, Dongsuk Oh, Yoonna Jang, Kisu Yang and Heuiseok Lim",http://arxiv.org/abs/2011.00766v2
Identifying Annotator Bias: A new IRT-based method for bias identification ,"A basic step in any annotation effort is the measurement of the Inter Annotator Agreement (IAA).
An important factor that can affect the IAA is the presence of annotator bias. In this paper
we introduce a new interpretation and application of the Item Response Theory (IRT) to detect
annotators’ bias. Our interpretation of IRT offers an original bias identification method that can
be used to compare annotators’ bias and characterise annotation disagreement. Our method can
be used to spot outlier annotators, improve annotation guidelines and provide a better picture of
the annotation reliability. Additionally, because scales for IAA interpretation are not generally
agreed upon, our bias identification method is valuable as a complement to the IAA value which
can help with understanding the annotation disagreement.","Jacopo Amidei, Paul Piwek and Alistair Willis",http://arxiv.org/abs/1812.02276v2
Identifying Depressive Symptoms from Tweets: Figurative Language Enabled Multitask Learning Framework ,"Existing studies on using social media for deriving mental health status of users focus on the depression detection task.  However, for case management and referral to psychiatrists, health-care workers require practical and scalable depressive disorder screening and triage system. This study aims to design and evaluate a decision support system (DSS) to reliably determine the depressive triage level by capturing fine-grained depressive symptoms expressed in user tweets through the emulation of the Patient Health Questionnaire-9 (PHQ-9) that is routinely used in clinical practice. The reliable detection of depressive symptoms from tweets is challenging because the 280-character limit on tweets incentivizes the use of creative artifacts in the utterances and figurative usage  contributes to effective expression. We propose a  novel  BERT  based robust multi-task learning framework to accurately identify the depressive symptoms using the auxiliary task of figurative usage detection. Specifically, our proposed novel task sharing mechanism,co-task aware attention, enables automatic selection of optimal information across the BERT lay-ers and tasks by soft-sharing of parameters. Our results show that modeling figurative usage can demonstrably improve the model’s robustness and reliability for distinguishing the depression symptoms.","Shweta Yadav, Jainish Chauhan, Joy Prakash Sain, Krishnaprasad Thirunarayan, Amit Sheth and Jeremiah Schumm",http://arxiv.org/abs/2011.06149v1
Identifying Motion Entities in Natural Language and A Case Study for Named Entity Recognition ,"Motion recognition is one of the basic cognitive capabilities of many life forms, however, detecting and understanding motion in text is not a trivial task. In addition, identifying motion entities in natural language is not only challenging but also beneficial for a better natural language understanding. In this paper, we present a Motion Entity Tagging model to identify entities in motion in a text, along with the Literal-Motion-in-Text (LiMiT) dataset used for training the model. We also present results showing that motion features, in particular, entity in motion benefits the Named-entity Recognition (NER) task. Finally, we present an analysis for the special co-occurrence relation between the person category in NER and animate entities in motion, which significantly improves the classification performance for the person category in NER.","Ngoc Phuoc An Vo, Irene Manotas, Vadim Sheinin and Octavian Popescu",http://arxiv.org/abs/2008.03101v1
Image Caption Generation for News Articles ,"In this paper, we address the task of news-image captioning, which generates a description of an image given the image and its article body as input. This task is more challenging than the conventional image captioning, because it requires a joint understanding of image and text. We present a Transformer model that integrates text and image modalities and attends to textual features from visual features in generating a caption. Experiments based on automatic evaluation metrics and human evaluation show that an article text provides primary information to reproduce news-image captions written by journalists. The results also demonstrate that the proposed model outperforms the state-of-the-art model. In addition, we also confirm that visual features contribute to improving the quality of news-image captions.",Zhishen Yang and Naoaki Okazaki,http://arxiv.org/abs/2004.14231v2
Imagining Grounded Conceptual Representations from Perceptual Information in Situated Guessing Games ,"In visual guessing games, a Guesser has to identify a target object in a scene by asking questions to an Oracle. An effective strategy for the players is to learn conceptual representations of objects that are both discriminative and expressive enough to ask questions and guess correctly. However, as shown by Suglia et al. (2020), existing models fail to learn truly multi-modal representations, relying instead on gold category labels for objects in the scene both at training and inference time. This provides an unnatural performance advantage when categories at inference time match those at training time, and it causes these models to fail in more realistic “zero-shot” scenarios where out-of-domain object categories are involved. To overcome this issue, we introduce a novel “imagination” module based on Regularized Auto-Encoders, that learns context-aware and category-aware latent embedding without relying on category labels at inference time. Our imagination module outperforms state-of-the-art competitors by 8.26% gameplay accuracy in the CompGuessWhat?! zero-shot scenario (Suglia et al., 2020), it improves by 2.08% and 12.86% the Oracle and Guesser accuracy in the GuessWhat?! benchmark, when no gold categories are available at inference time, and it boosts reasoning about object properties and attributes.","Alessandro Suglia, Antonio Vergari, Ioannis Konstas, Yonatan Bisk, Emanuele Bastianelli, Andrea Vanzo and Oliver Lemon",http://arxiv.org/abs/2011.02917v1
Improving Abstractive Dialogue Summarization with Graph Structures and Topic Words ,"Recently, people have been beginning paying more attention to the abstractive dialogue summarization task. Since the information flows are exchanged between at least two interlocutors and key elements about a certain event are often spanned across multiple utterances, it is necessary for researchers to explore the inherent relations and structures of dialogue contents. However, the existing approaches often process the dialogue with sequence-based models, which are hard to capture long-distance inter-sentence relations. In this paper, we propose a Topic-word Guided Dialogue Graph Attention (TGDGA) network to model the dialogue as an interaction graph according to the topic word information. A masked graph self-attention mechanism is used to integrate cross-sentence information flows and focus more on the related utterances, which makes it better to understand the dialogue. Moreover, the topic word features are introduced to assist the decoding process. We evaluate our model on the SAMSum Corpus and Automobile Master Corpus. The experimental results show that our method outperforms most of the baselines.","Lulu Zhao, Weiran Xu and Jun Guo",http://arxiv.org/abs/2012.07311v1
Improving Conversational Question Answering Systems after Deployment using Feedback-Weighted Learning ,"The interaction of conversational systems with users poses an exciting opportunity for improving them after deployment, but little evidence has been provided of its feasibility. 
In most applications, users are not able to provide the correct answer to the system, but they are able to provide binary (correct, incorrect) feedback. In this paper we propose feedback-weighted learning based on importance sampling to improve upon an initial supervised system using binary user feedback. We perform simulated experiments on document classification (for development) and Conversational Question Answering datasets like QuAC and DoQA, where binary user feedback is derived from gold annotations. The results show that our method is able to improve over the initial supervised system, getting close to a fully-supervised system that has access to the same labeled examples in in-domain experiments (QuAC), and even matching in out-of-domain experiments (DoQA).  Our work opens the prospect to exploit interactions with real users and improve conversational systems after deployment.","Jon Ander Campos, Arantxa Otegi, Aitor Soroa, Kyunghyun Cho, Eneko Agirre and Gorka Azkune",http://arxiv.org/abs/2011.00615v1
Improving Document-Level Sentiment Analysis with User and Product Context ,"Past work that improves document-level sentiment analysis by incorporating user and product in- formation has been limited to incorporation of information corresponding to the current review. We investigate incorporating additional review text available at the time of sentiment prediction that may prove meaningful for guiding prediction. Firstly, we incorporate all available histori- cal review text belonging to the author of the review in question. Secondly, we investigate the inclusion of historical reviews associated with the current product (written by other users). We achieve this by explicitly storing representations of reviews written by the same user and about the same product and force the model to memorize all reviews for one particular user and prod- uct. Additionally, we drop the hierarchical architecture used in previous work to enable words in the text to directly attend to each other. Experiment results on IMDB, Yelp 2013 and Yelp 2014 datasets show improvement to state-of-the-art of more than 2 percentage points in the best case.","Chenyang Lyu, Jennifer Foster and Yvette Graham",http://arxiv.org/abs/2011.09210v1
Improving Grammatical Error Correction with Data Augmentation by Editing Latent Representation ,"The incorporation of data augmentation method in grammatical error correction task has attracted much attention. However, existing data augmentation methods mainly apply noise to tokens, which leads to the lack of diversity of generated errors. In view of this, we propose a new data augmentation method that can apply noise to the latent representation of a sentence.By editing the latent representations of grammatical sentences, we can generate synthetic samples with various error types. Combining with some pre-defined rules, our method can greatly improve the performance and robustness of existing grammatical error correction models. We evaluate our method on public benchmarks of GEC task and it achieves the state-of-the-art performance on CoNLL-2014 and FCE benchmarks.",Zhaohong Wan and Xiaojun Wan,http://arxiv.org/abs/1903.00138v3
Improving Human-Labeled Data through Dynamic Automatic Conflict Resolution ,"This paper develops and implements a scalable methodology for (a) estimating the noisiness of labels produced by a typical crowdsourcing semantic annotation task, and (b) reducing the resulting error of the labeling process by as much as 20-30% in comparison to other common labeling strategies. Importantly, this new approach to the labeling process, which we name Dynamic Automatic Conflict Resolution (DACR), does not require a ground truth dataset and is instead based on inter-project annotation inconsistencies. This makes DACR not only more accurate but also available to a broad range of labeling tasks. In what follows we present results from a text classification task performed at scale for a commercial personal assistant, and evaluate the inherent ambiguity uncovered by this annotation strategy as compared to other common labeling strategies.","David Q. Sun, Hadas Kotek, Christopher Klein, Mayank Gupta, William Li and Jason D. Williams",http://arxiv.org/abs/2012.04169v1
Improving Long-Tail Relation Extraction with Collaborating Relation-Augmented Attention ,"Wrong labeling problem and long-tail relations are two main challenges caused by distant supervision in relation extraction. Recent works alleviate the wrong labeling by selective attention via multi-instance learning, but cannot well handle long-tail relations even if hierarchies of the relations are introduced to share knowledge. In this work, we propose a novel neural network, Collaborating Relation-augmented Attention (CoRA), to handle both the wrong labeling and long-tail relations. Particularly, we first propose relation-augmented attention network as base model. It operates on sentence bag with a sentence-to-relation attention to minimize the effect of wrong labeling. Then, facilitated by the proposed base model, we introduce collaborating relation features shared among relations in the hierarchies to promote the relation-augmenting process and balance the training data for long-tail relations. Besides the main training objective to predict the relation of a sentence bag, an auxiliary objective is utilized to guide the relation-augmenting process for a more accurate bag-level representation. In the experiments on the popular benchmark dataset NYT, the proposed CoRA improves the prior state-of-the-art performance by a large margin in terms of Precision@N, AUC and Hits@K. Further analyses verify its superior capability in handling long-tail relations in contrast to the competitors.","Yang Li, Tao Shen, Guodong Long, Jing Jiang, Tianyi Zhou and Chengqi Zhang",http://arxiv.org/abs/2010.03773v2
Improving Low-Resource NMT through Relevance Based Linguistic Features Incorporation ,"In this study, linguistic knowledge at different levels are incorporated to improve the neural machine translation (NMT) performance for tasks with extremely limited data. Under the NMT framework, arbitrary features, no matter manually designed or automatically extracted, can be integrated. However, this study further addresses that checking the relevance of the features is crucial. Specifically, we propose two methods, 1) self relevance and 2) word-based relevance, to improve the representation of features for NMT. Experiments are conducted on translation tasks from English to eight Asian languages, with no more than twenty thousand sentences for training. The proposed methods improve all tasks by up to 3.09 BLEU points. Discussions with visualization provide the explainability of the proposed methods.","Abhisek Chakrabarty, Raj Dabre, Chenchen Ding, Masao Utiyama and Eiichiro Sumita",http://arxiv.org/abs/1805.02937v1
Improving Relation Extraction with Relational Paraphrase Sentences ,"Supervised models for Relation Extraction (RE) typically require human-annotated training data. Due to the limited size, the human-annotated data is usually incapable of covering diverse relation expressions, which could limit the performance of RE. To increase the coverage of relation expressions, we may enlarge the labeled data by hiring annotators or applying Distant Supervision (DS). However, the human-annotated data is costly and non-scalable while the distantly supervised data contains many noises. In this paper, we propose an alternative approach to improve RE systems via enriching diverse expressions by relational paraphrase sentences. Based on an existing labeled data, we first automatically build a task-specific paraphrase data. Then, we propose a novel model to learn the information of diverse relation expressions. 
In our model, we try to capture this information on the paraphrases via a joint learning framework. Finally, we conduct experiments on a widely used dataset and the experimental results show that our approach is effective to improve the performance on relation extraction, even compared with a strong baseline.","Junjie Yu, Tong Zhu, Wenliang Chen, Wei Zhang and Min Zhang",http://arxiv.org/abs/1910.06036v2
Improving Sentiment Analysis over non-English Tweets using Multilingual Transformers and Automatic Translation for Data-Augmentation ,"Tweets are specific text data when compared to general text. Although sentiment analysis over tweets has become very popular in the last decade for English, it is still difficult to find huge annotated corpora for non-English languages. The recent rise of the transformer models in Natural Language Processing allows to achieve unparalleled performances in many tasks, but these models need a consequent quantity of text to adapt to the tweet domain. We propose the use of a multilingual transformer model, that we pre-train over English tweets and apply data-augmentation using automatic translation to adapt the model to non-English languages. Our experiments in French, Spanish, German and Italian suggest that the proposed technique is an efficient way to improve the results of the transformers over small corpora of tweets in a non-English language.",Valentin Barriere and Alexandra Balahur,http://arxiv.org/abs/2010.03486v1
Improving Spoken Language Understanding by Wisdom of Crowds ,"Spoken language understanding (SLU), which converts user requests in natural language to machine-interpretable expressions, is becoming an essential task. The lack of training data is an important problem, especially for new system tasks, because existing SLU systems are based on statistical approaches. In this paper, we proposed to use two ``wisdom of crowds,'' crowdsourcing and knowledge community website, for improving the SLU system. We firstly collected paraphrasing variations for new system tasks through crowdsourcing as seed data, and then augmented them using similar questions from a knowledge community website. We investigated the effects of the proposed data augmentation method, even with small seed data.","Koichiro Yoshino, Kana Ikeuchi, Katsuhito Sudoh and Satoshi Nakamura",http://arxiv.org/abs/2010.11067v1
Improving Variational Autoencoder for Text Modelling with Timestep-Wise Regularisation ,"The Variational Autoencoder (VAE) is a popular and powerful model applied to text modelling to generate diverse sentences. However, an issue known as posterior collapse (or KL loss vanishing) happens when the VAE is used in text modelling, where the approximate posterior collapses to the prior, and the model will totally ignore the latent variables and be degraded to a plain language model during text generation. Such an issue is particularly prevalent when  RNN-based VAE models are employed for text modelling. In this paper, we propose a simple, generic architecture called Timestep-Wise Regularisation VAE (TWR-VAE), which can effectively avoid posterior collapse and can be applied to any RNN-based VAE models. The effectiveness and 
versatility of our model are demonstrated in different tasks, including language modelling and dialogue response generation.","Ruizhe Li, Xiao Li, Guanyi Chen and Chenghua Lin",http://arxiv.org/abs/2011.01136v2
Improving Word Embeddings through Iterative Refinement of Word- and Character-level Models ,"Embedding of rare and out-of-vocabulary (OOV) words is an important open NLP problem. A popular solution is to train a character-level neural network to reproduce the embeddings from a standard word embedding model. The trained network is then used to assign vectors to any input string, including OOV and rare words. We enhance this approach and introduce an algorithm that iteratively refines and improves both word- and character-level models. We demonstrate that our method outperforms the existing algorithms on 5 word similarity data sets, and that it can be successfully applied to job title normalization, an important problem in the e-recruitment domain that suffers from the OOV problem.","Phong Ha, Shanshan Zhang, Nemanja Djuric and Slobodan Vucetic",http://arxiv.org/abs/1911.07918v1
Inconsistencies in Crowdsourced Slot-Filling Annotations: A Typology and Identification Methods ,"Slot-filling models in task-driven dialog systems rely on carefully annotated training data. However, annotations by crowd workers are often inconsistent or contain errors. Simple solutions like manually checking annotations or having multiple workers label each sample are expensive and waste effort on samples that are correct. If we can identify inconsistencies, we can focus effort where it is needed. Toward this end, we define six inconsistency types in slot-filling annotations. Using three new noisy crowd-annotated datasets, we show that a wide range of inconsistencies occur and can impact system performance if not addressed. We then introduce automatic methods of identifying inconsistencies. Experiments on our new datasets show that these methods effectively reveal inconsistencies in data, though there is further scope for improvement.","Stefan Larson, Adrian Cheung, Anish Mahendran, Kevin Leach and Jonathan K. Kummerfeld",http://arxiv.org/abs/cond-mat/0408485v1
Incorporating Inner-word and Out-word Features for Mongolian Morphological Segmenta-tion ,"Mongolian morphological segmentation is regarded as a crucial preprocessing step in many Mongolian related NLP applications and has received extensive attention. Recent-ly, end-to-end segmentation approaches with long short-term memory networks (LSTM) have achieved excellent results. However, the inner-word features among characters in the word and the out-word features from context are not well utilized in the segmentation process. In this paper, we propose a neural network incorporating inner-word and out-word features for Mongolian morphological segmentation. The network consists of two encoders and one decoder. The inner-word encoder uses the self-attention mechanisms to capture the inner-word features of each Mongolian word.  The out-word encoder em-ploys a two layers BiLSTM network to extract out-word features of the word in the sen-tence. Specifically, the decoder adopts a multi-head doubly attention layer to allow the inner-word features and out-word features to attend segmentation separately. The exper-iment explores the effectiveness of the above modules and shows that our approach achieves the best performance.","Na Liu, Xiangdong Su, Haoran Zhang, Guanglai Gao and Feilong Bao",http://arxiv.org/abs/1802.00934v3
Incorporating Noisy Length Constraints into Transformer with Length-aware Positional Encodings ,"Neural Machine Translation often suffers from an under-translation problem due to its limited modeling of output sequence lengths. In this work, we propose a novel approach to training a Transformer model using length constraints based on length-aware positional encoding (PE). Since length constraints with exact target sentence lengths degrade translation performance, we add random noise within a certain window size to the length constraints in the PE during the training. In the inference step, we predict the output lengths using input sequences and a BERT-based length prediction model.  Experimental results in an ASPEC English-to-Japanese translation showed the proposed method produced translations with lengths close to the reference ones and outperformed a vanilla Transformer (especially in short sentences) by 3.22 points in BLEU. The average translation results using our length prediction model were also better than another baseline method using input lengths for the length constraints. The proposed noise injection improved robustness for length prediction errors, especially within the window size.","Yui Oka, Katsuki Chousa, Katsuhito Sudoh and Satoshi Nakamura",http://arxiv.org/abs/1904.13142v3
Incorporating Syntax and Frame Semantics in Neural Network for Machine Reading Comprehension ,"Machine reading comprehension (MRC) is one of the most critical yet challenging tasks in natural language understanding(NLU), where both syntax and semantics information of text are essential
components for text understanding. It is surprising that jointly considering syntax and semantics in neural networks was never formally reported in literature. This paper makes the first attempt by proposing a novel Syntax and Frame Semantics model for Machine Reading Comprehension (SS-MRC), which takes full advantage of syntax and frame semantics to get richer text representation. Our extensive experimental results demonstrate that SS-MRC performs better than ten state-of-the-art technologies on machine reading comprehension task.","Shaoru Guo, Yong Guan, Ru Li, Xiaoli Li and Hongye Tan",http://arxiv.org/abs/2002.06823v1
"Increasing Learning Efficiency of Self-Attention Networks through Direct Position Interactions, Learnable Temperature, and Convoluted Attention ","Self-Attention Networks (SANs) are an integral part of successful neural architectures such as Transformer (Vaswani et al., 2017), and thus of pretrained language models such as BERT (Devlin et al., 2018) or GPT-3 (Brown et al., 2020). Training SANs on a task or pretraining them on language modeling requires huge amounts of data and compute resources. In this paper we are searching for extensions of SANs which enable faster learning, i.e., higher accuracies after fewer update steps. We investigate three modifications to SANs to achieve more efficient learning: direct position interactions, learnable temperature, and convoluted attention. In our experiments on Part-of-Speech tagging on the Penn Treebank we find that each of the three modifications speeds up the learning process tremendously. On Universal Dependencies learnable temperature and convoluted attention increase the overall performance by up to 2 percentage points.","Philipp Dufter, Martin Schmitt and Hinrich Schütze",http://arxiv.org/abs/2003.01629v2
